entities,count,label
ETSAE Enrique de Andrés,1,MISC
Arquitectura ON,1,MISC
El Consejo Social,1,MISC
Transferencia y Divulgación,1,MISC
internet,1,MISC
La publicación homónima,1,MISC
RaaS,1,MISC
Los trabajos han permitido,1,MISC
Cíclica Prima,1,MISC
La instalación,1,MISC
La novedad,1,MISC
Los malos,1,MISC
Lo han desarrollado investigadores,1,MISC
La IA,1,MISC
Ante un ataque informático,1,MISC
La muestra contaba con una gran maqueta de 8 metros de longitud,1,MISC
Junto a la maqueta,1,MISC
“Aproveché mucho,1,MISC
Tercer clasificado,1,MISC
La formación en idiomas del grado,1,MISC
Biomédica Forma,1,MISC
El grado combina formación,1,MISC
Sus,1,MISC
Se,1,MISC
Otros cursos de interés,1,MISC
Sus egresados,1,MISC
Ingeniería Electrónica Industrial y Automática Título,1,MISC
Ingeniería Mecánica Este,1,MISC
UE”,1,MISC
Da acceso al máster,1,MISC
Complementos de Formación,1,MISC
Los titulados en Administración,1,MISC
Congreso IDIES,1,MISC
Para este joven,1,MISC
Cuentas anuales del ejercicio 2022,1,MISC
Los sistemas telemáticos,1,MISC
La Telemática,1,MISC
Diseño.,1,MISC
Ingeniería Ambiental y Procesos Sostenibles.,1,MISC
Diseño Industrial y Desarrollo de Producto Se,1,MISC
El tercer clasificado,1,MISC
Se aprenden herramientas de la Industria,1,MISC
María Villa Navarro,1,MISC
El segundo clasificado ha sido el proyecto,1,MISC
El rector de la UMU,1,MISC
Sin embargo,1,MISC
Derecho,1,MISC
"Por otro lado, los informes",1,MISC
Entre las novedades,1,MISC
Más de un 30%,1,MISC
"Asimismo, sólo un 3%",1,MISC
Quienes se formaron,1,MISC
Coinciden,1,MISC
Asimismo aparecen en el listado de los títulos más útiles,1,MISC
generación eléctrica renovable,1,MISC
Ríos,1,MISC
El Campus Talentum,1,MISC
Las imágenes de los tres proyectos de la,1,MISC
A la presentación,1,MISC
Asociación Talentos,1,MISC
El alumnado esbozará,1,MISC
La media entre los graduados universitarios,1,MISC
Al congreso asistirán la rectora,1,MISC
La iniciativa está organizada,1,MISC
ARQUITECTURA,1,MISC
Las salidas laborales,1,MISC
Los titulados también,1,MISC
Cisco Certified Networking Associate,1,MISC
MINAS Ingeniería Civil Título,1,MISC
Divulgación de la UPCT,1,MISC
Rubén Martínez Sandoval,1,MISC
Office,1,MISC
La lista única de admitidos se publicará,1,MISC
Blended Intensive Programme,1,MISC
Tecnología del hidrógeno,1,MISC
El resto de solicitantes deberán,1,MISC
FuturPyme,1,MISC
La tecnología 5G,1,MISC
Las ayudas de movilidad cubren el vuelo,1,MISC
Allview Erasmus+ Vocational Excellence Platform,1,MISC
Durante el taller,1,MISC
Tech Digital Innovation”,1,MISC
Ha desarrollado una herramienta,1,MISC
La spin-off,1,MISC
Empresa Basada en el Conocimiento,1,MISC
EBC,1,MISC
Proyectos 7,1,MISC
Los interesados deben registrarse,1,MISC
El Premio a la Excelencia Académica,1,MISC
Purificación de Biogás,1,MISC
El premio al mejor TFM,1,MISC
El Premio Agustín Diéguez,1,MISC
Excelencia Académica,1,MISC
La experiencia de ambos en trabajos de explotación,1,MISC
Ingeniería Civil”,1,MISC
Barrick Gold,1,MISC
La dominicana Dairys Vásquez Guerrero,1,MISC
Jesús Cabezos Olmedos,1,MISC
Estructura,1,MISC
BIOTECMED,1,MISC
Más Mayo,1,MISC
Las otras tres propuestas,1,MISC
Otros proyectos,1,MISC
Un ejemplo: el uso,1,MISC
Los autores,1,MISC
El evento finalizará,1,MISC
UPCT Nieves Pavón,1,MISC
Nube,1,MISC
UPCT Jesús Damián Blasco,1,MISC
El alumnado presentará,1,MISC
school’,1,MISC
El IBV,1,MISC
Ante este contexto,1,MISC
Quizás,1,MISC
Los asistentes podrán disfrutar de numerosos talleres de divulgación científica,1,MISC
Cada inscrito,1,MISC
La recepción a los visitantes,1,MISC
La Universidad Politécnica,1,MISC
AGQlabs,1,MISC
FutureAlmond,1,MISC
Esta actividad formativa finalizará,1,MISC
El curso finalizará,1,MISC
El temario contempla,1,MISC
El alumnado estudiará la viabilidad,1,MISC
En opinión,1,MISC
IPCC,1,MISC
La unidad,1,MISC
La presencia de moléculas prebióticas,1,MISC
Los centros,1,MISC
La ejecución de la obra,1,MISC
Las olimpiadas tendrán lugar en 10:00 a 12:00 horas,1,MISC
"El proyecto ""Erasmus+ Creative ITC Teaching to Motivate for Learning",1,MISC
Se busca así el fomento de la creatividad,1,MISC
Además de eso,1,MISC
El coordinador del proyecto,1,MISC
La jornada final,1,MISC
Creatit,1,MISC
Erasmus + Creative ITC Teaching to Motivate for Learning,1,MISC
Los siete centros docentes de la,1,MISC
telescopio espacial James Webb,1,MISC
El siguiente paso será,1,MISC
Spitzer,1,MISC
La detección realizada,1,MISC
Tendría,1,MISC
Science Media Centre España,1,MISC
Un centenar de estudiantes,1,MISC
Los miembros,1,MISC
El CPCTI,1,MISC
Además del simulador,1,MISC
La experiencia de manejar,1,MISC
Dirección de la ETSIT,1,MISC
El profesor de la asignatura,1,MISC
Dos de los alumnos,1,MISC
Dirección General,1,MISC
Padilla Innova,1,MISC
Esta empresa internacional está especializada,1,MISC
Business Management,1,MISC
Jornadas de Puertas Abiertas,1,MISC
María de los Llanos Auñón,1,MISC
Durante la graduación,1,MISC
El cultivo sin suelo,1,MISC
María del Carmen Fernández,1,MISC
Los jóvenes recibieron información,1,MISC
El director,1,MISC
Defensa y,1,MISC
Relación UPCT-AGA El nuevo programa “es,1,MISC
El profesorado del programa está,1,MISC
La Escuela Internacional de Doctorado,1,MISC
‘Biblioteca Recíproca,1,MISC
carritas’,1,MISC
El profesor García-Ayllón,1,MISC
Los responsables de las empresas constructoras,1,MISC
Infraestructura de los Transportes,1,MISC
Carmen,1,MISC
Los técnicos de ADIF,1,MISC
El proyecto Proper-Inlet,1,MISC
Planes de Investigación,1,MISC
Tomato by?products revalorization,1,MISC
No solo aulas,1,MISC
Se busca que las propuestas de rediseño exploren soluciones,1,MISC
Los alumnos y profesores de Secundaria,1,MISC
IES Ramón Arcas Meca,1,MISC
DOMO,1,MISC
DesixEnginneers,1,MISC
Insanos,1,MISC
Los ocho grupos clasificados,1,MISC
Entre los ocho finalistas,1,MISC
Cool Your,1,MISC
Al acto,1,MISC
Los investigadores de la Universidad Politécnica de Cataluña – BarcelonaTech,1,MISC
Germán Ramos,1,MISC
‘Domo’,1,MISC
La mayoría de las numerosas,1,MISC
WiA,1,MISC
El TAIDA,1,MISC
Doctorado en TAIDA,1,MISC
La investigación en el,1,MISC
Programa y la buena capacidad de síntesis,1,MISC
“Evaluación,1,MISC
Cannabis sativa”,1,MISC
El premio a la mejor presentación de resultados,1,MISC
IES Poeta Sánchez Bautista de Murcia,1,MISC
Institut Catalá d’Investigació Química,1,MISC
El proyecto ganador,1,MISC
Esta jornada ha sido,1,MISC
El objetivo principal de este concurso,1,MISC
Olimpiadas de Arquitectura de la Región de Murcia,1,MISC
Un año más la Escuela Técnica Superior de Arquitectura y Edificación,1,MISC
Un taller cuya celebración,1,MISC
Los 21 proyectos de investigación,1,MISC
El punto violeta,1,MISC
violeta’,1,MISC
Acogida están,1,MISC
Rosalía,1,MISC
Máster en Ingeniería de Caminos,1,MISC
Los palistas,1,MISC
El CORE Challenge,1,MISC
Toda la comunidad universitaria,1,MISC
El lunes 15 de mayo,1,MISC
Algunos de los retos sociales abarcados,1,MISC
Durante el Demoday,1,MISC
Producto Mínimo Viable,1,MISC
El objetivo del evento,1,MISC
Edificación La  III Olimpiada de “Ingeniería,1,MISC
III Olimpiada de “Ingeniería,1,MISC
Merced-La Fuensanta,1,MISC
Los centros participantes,1,MISC
Josefa Ros,1,MISC
Relacionan,1,MISC
En la semifinal,1,MISC
‘Kelvin’,1,MISC
Creando futuro’,1,MISC
Los alumnos de Secundaria,1,MISC
El proyecto ‘Sostenibilidad,1,MISC
Dos proyectos del Ministerio de Ciencia e Innovación,1,MISC
Este espacio de arquitectura de calle,1,MISC
‘Las Organizaciones de Productores de Pescado,1,MISC
Sostenibilidad en las Organizaciones de Productores Pesqueros,1,MISC
Durante toda la semana,1,MISC
La International Staff Week,1,MISC
Lo han realizado,1,MISC
Los estudiantes del colegio Hispania,1,MISC
Más Mayo’,1,MISC
El lugar se ha convertido,1,MISC
Los ensayos del proyecto,1,MISC
Hace hincapié,1,MISC
GHG,1,MISC
El profesor compartió presentación,1,MISC
"Asimismo, cabe señalar",1,MISC
Día de Europa-,1,MISC
El Rompeolas de Onda Regional de Murcia-,1,MISC
EUt Corner –en,1,MISC
Los centros educativos,1,MISC
II Estrategia de RSC,1,MISC
Sostenibilidad Territorial y Acciones de RSC,1,MISC
La Cátedra está,1,MISC
The student is currently focusing on completing his,1,MISC
Las zonas de baño contarían,1,MISC
La planta baja,1,MISC
Game Over,1,MISC
Esos módulos,1,MISC
Proyectos VIII,1,MISC
La han diseñado,1,MISC
La exposición está hecha,1,MISC
“Aprendí,1,MISC
Smart Industry,1,MISC
“Se me ocurrió,1,MISC
Su proyecto empresarial,1,MISC
Ingeniería de Sistemas Marinos,1,MISC
Registro Electrónico de la UPCT,1,MISC
There are already customers interested in the opportunities to maximise the efficiency of photovoltaic installations by adapting consumption to the weather situation and in the advantages of using batteries only when necessary to extend their life span,1,MISC
El profesor chileno,1,MISC
Fabricación de la Escuela de Industriales,1,MISC
Los prototipos desarrollados solucionaron el día a día de los usuarios,1,MISC
El estudiante repasó todas las tecnologías de fabricación,1,MISC
Geniotic,1,MISC
España de brazos,1,MISC
El alumnado ha aprendido nociones básicas de programación,1,MISC
Ponycornyo,1,MISC
La jornada del domingo,1,MISC
Noticiario de Yuste,1,MISC
Todo los conocimientos adquiridos,1,MISC
his efforts to Global Electric,1,MISC
good at public speaking,1,MISC
noting how the successive trainings have helped her to progress in various,1,MISC
Economía de la UPCT,1,MISC
Entre los temas de la conferencias está,1,MISC
El plazo para enviar resúmenes de ponencias está abierto,1,MISC
El evento volverá a ser en formato online,1,MISC
Planificación Urbana Sostenible,1,MISC
Congreso sobre Futuros Desafíos,1,MISC
Asociación de Jóvenes Telemáticos de Cartagena,1,MISC
Rocket League,1,MISC
Los aficionados a los Esports,1,MISC
"Lo mejor, el buen rollo",1,MISC
La arquitecta está,1,MISC
El proyecto cuenta,1,MISC
La arquitecta Paloma de Andrés Ródenas,1,MISC
Su propuesta,1,MISC
‘shocks’,1,MISC
It's very useful as professional training,1,MISC
solution against the clock,1,MISC
as teamwork practice to develop,1,MISC
for people with disabilities,1,MISC
miss out on the many opportunities for entrepreneurs at the UPCT and,1,MISC
financed by Repsol,1,MISC
the award obtained in the category of best business model,1,MISC
took my revenge on Roberto Carlos and this time I,1,MISC
After,1,MISC
I came up with it while monitoring,1,MISC
Their business project,1,MISC
held in February 2022 during the week of meetings in Cartagena of the European University of Technology,1,MISC
Both,1,MISC
He liked it so much that he convinced another classmate from the Naval School,1,MISC
his project to other entrepreneurs at the European University of Technology,1,MISC
The Inno-Eut+,1,MISC
the student from Almeria at the Polytechnic,1,MISC
but I,1,MISC
Since I,1,MISC
Engineering at the UPCT,1,MISC
the beginning of the entrepreneurial career,1,MISC
Programa Iberoamericano de Ciencia,1,MISC
En el curso,1,MISC
El curso 'Aplicaciones para la digitalización,1,MISC
Esta formación estará financiada,1,MISC
Asociación Comarcal de Empresarios de Turismo Rural del Campo de Cartagena,1,MISC
Consorcio Administrativo La Manga,1,MISC
GALPEMUR,1,MISC
Grupo de Acción Local,1,MISC
La fórmula de emprendimiento colectivo,1,MISC
El periódico local 'La Portada,1,MISC
Asociación de Sociedades Laborales,1,MISC
La rectora de la Universidad Politécnica de Cartagena,1,MISC
Semana Universitaria de la Economía Social,1,MISC
Esta jornada se celebra en el marco de la IV,1,MISC
Nuevas,1,MISC
La reconfiguración del,1,MISC
Diseño de submarinos',1,MISC
Entre las novedades de la oferta,1,MISC
El resto serán,1,MISC
El primero de los cursos,1,MISC
potepapi@upct.es,1,MISC
Aquellas personas,1,MISC
MaaS,1,MISC
Este proyecto está financiado,1,MISC
CSS,1,MISC
La estudiante está,1,MISC
La alumna de la Facultad de Ciencias de la Empresa de la Politécnica,1,MISC
Sostenible,1,MISC
Proyecto Joven,1,MISC
Turismo Religioso Sostenible,1,MISC
Premio Innovación,1,MISC
emprendedores@upct.es Este programa está,1,MISC
El investigador responsable,1,MISC
Javascript,1,MISC
Los preuniversitarios y sus familias,1,MISC
PHP,1,MISC
HTML,1,MISC
B027/23,1,MISC
Las dos becas,1,MISC
SQL,1,MISC
Tablón Oficial Electrónico de la Politécnica,1,MISC
La beca B026/23,1,MISC
El investigador chileno,1,MISC
Tecnología para el Desarrollo,1,MISC
Cátedra de Turismo Sostenible de la Politécnica,1,MISC
Para ambos eventos,1,MISC
Sostenibilidad Territorial y Acciones de Responsabilidad Social Corporativa,1,MISC
La entrada para presenciar las fases clasificatorias será gratuita,1,MISC
Los jugadores de ambos equipos disputarán,1,MISC
Universitario en Fundamentos de Arquitectura,1,MISC
Teamfight Tactics,1,MISC
El equipo de Rocket League,1,MISC
Los seis jugadores llegan a los clasificatorios europeos,1,MISC
Entre los clasificados,1,MISC
Los alumnos de la Politécnica,1,MISC
Participo,1,MISC
Su labor como jefe de obra,1,MISC
Asociación de Docentes de Economía en Secundaria de la Región de Murcia,1,MISC
Plant Science and AgronomyResearch.com,1,MISC
La clasificación de los mejores investigadores,1,MISC
Su línea de investigación,1,MISC
Ingeniería Industrial de la UPCT,1,MISC
Ainostrum,1,MISC
El contacto con los organizadores del curso,1,MISC
El alumnado aprenderá a interpretar,1,MISC
El viernes 21,1,MISC
En la jornada inaugural,1,MISC
Cooperativa de Enseñanza Samaniego,1,MISC
Para el área de,1,MISC
La clasificación,1,MISC
El importe de los premios,1,MISC
Una vez finalizado todos los encuentros se determinará qué universidad gana la quinta edición,1,MISC
Por la tarde,1,MISC
Trofeo Rector,1,MISC
La oferta para el próximo curso,1,MISC
EIT Health Spain,1,MISC
La notificación de aceptación está prevista,1,MISC
Las comunicaciones y resúmenes,1,MISC
Los organizadores,1,MISC
En el caso del docente,1,MISC
CrossRef,1,MISC
La mujer,1,MISC
La producción de hidrógeno verde precisa,1,MISC
El plazo de inscripción finaliza,1,MISC
Los datos han sido,1,MISC
Esta lista anual pone de relieve,1,MISC
La posición en la clasificación,1,MISC
Los datos bibliométricos,1,MISC
Olimpiadas Científicas de la Fundación Séneca-Agencia de Ciencia,1,MISC
https://paellas.upct.es Las fiestas se celebrarán,1,MISC
Las entradas,1,MISC
España 1970-2020,1,MISC
Infraestructura de la Jefatura de Apoyo Logístico,1,MISC
El contraalmirante Antonio Juan González García,1,MISC
La próxima,1,MISC
Para asistir es necesario inscribirse,1,MISC
El alumnado interesado deberá,1,MISC
La sesión se desarrollará de 9,1,MISC
Cátedra Soltec-UPCT,1,MISC
La formación se realiza,1,MISC
Los 14 profesores del curso,1,MISC
La Unidad de Igualdad de la UPCT instalará,1,MISC
La Olimpiada de Ciencias de la Empresa,1,MISC
Lo conseguirá aquél,1,MISC
La Asociación de Docentes de Economía en Secundaria de la Región de Murcia,1,MISC
El tercer puesto será,1,MISC
El segundo clasificado recibirá,1,MISC
Tres premios El alumno ganador,1,MISC
Los estudiantes compiten,1,MISC
Los competidores deben demostrar sus conocimiento,1,MISC
TermoIngenio,1,MISC
Electromagnetismo de la UMU,1,MISC
Se entregarán premios de 900,1,MISC
Los estudiantes seleccionados presentarán,1,MISC
Profesional en Ganadería,1,MISC
El próximo viernes se realiza otro,1,MISC
El alumnado preuniversitario,1,MISC
LGTBIfobia,1,MISC
Sport4Cancer Más,1,MISC
Sport4Cancer,1,MISC
Los voluntarios de la UPCT,1,MISC
Se llevarán a cabo exhibiciones,1,MISC
La Universidad Española en Cifras,1,MISC
Adecco,1,MISC
El informe de Crue también,1,MISC
La media en el conjunto de universitarios egresados aquel año,1,MISC
El estudio recoge los datos de la encuesta,1,MISC
La Universidad,1,MISC
Este mismo plazo límite,1,MISC
Large Language Models,1,MISC
LLM,1,MISC
B028/23,1,MISC
Un nivel de inglés,1,MISC
ATIDA,1,MISC
La empresa Terrapilar,1,MISC
Dirección del centro,1,MISC
Dí,1,MISC
Bienvenidos Intrusos,1,MISC
Las actividades culturales,1,MISC
El equipo,1,MISC
Las preinscripciones para estudiar títulos de grado de la Politécnica,1,MISC
La demanda para estudiar másteres también creció,1,MISC
Nueve años después,1,MISC
Su trabajo final también,1,MISC
El proyecto académico,1,MISC
El espacio diseñado contaría,1,MISC
Trabajo Final de Grado José Francisco Abril Portillo,1,MISC
Las estructuras desmontables se estrenarán,1,MISC
“tormenta de prototipos”,1,MISC
Los estudiantes de la asignatura,1,MISC
La ingeniera añade: “Estudiamos cosas muy novedosas,1,MISC
Yo trabajo en,1,MISC
“Tenemos,1,MISC
"El máster ""me permitió descubrir",1,MISC
Todos mis compañeros están trabajando”,1,MISC
La Comisión de Cultura y Divulgación,1,MISC
Estos eventos podrán tener diversos,1,MISC
Las propuestas deben incluir,1,MISC
"Entre ellos, equipos",1,MISC
Preuniversitarios,1,MISC
La Jornada de Puertas Abiertas,1,MISC
Cuenta en el,1,MISC
Primera,1,MISC
El viernes,1,MISC
La jornada inaugural del jueves,1,MISC
Numerosos investigadores de la,1,MISC
El acuerdo ha sido suscrito,1,MISC
Fecons,1,MISC
La Unidad de Estudiantes de la UPT,1,MISC
Marcha Solidaria 5K,1,MISC
Carrera Solidaria,1,MISC
Entre las actividades deportivas,1,MISC
En caso de dudas,1,MISC
Gibraltar”,1,MISC
El TFG,1,MISC
El miércoles 19 habrá,1,MISC
El martes 18 de abril,1,MISC
El director de Le Monde Diplomatique,1,MISC
festival nacional Pint of Science,1,MISC
Igualdad y Diversidad de Género,1,MISC
“Claves,1,MISC
Hacer,1,MISC
Este estudio aborda la interrelación,1,MISC
TFG “El turismo,1,MISC
La estudiante,1,MISC
Bienestar,1,MISC
Manual de Turismo,1,MISC
Los estudiantes accederán a las distintas aulas de forma escalonada,1,MISC
Los autores de este estudio alertan de este problema de salud pública,1,MISC
Nanoplásticos en el Medio Ambiente,1,MISC
EnviroPlaNet,1,MISC
Uno de los más destacados,1,MISC
El profesor recuerda,1,MISC
El profesor sostiene que el agua del grifo también,1,MISC
El mundo está inundado de plástico,1,MISC
Dentro de la oferta de los,1,MISC
Las personas podrán aprender,1,MISC
El TFG contempla,1,MISC
Tiene un reconocimiento de 3 ECTS,1,MISC
La matrícula online,1,MISC
Ingeniería Agronómica + Técnicas Avanzadas,1,MISC
La lista provisional de admitidos se publicará,1,MISC
La preinscripción,1,MISC
El TFG servirá,1,MISC
España está,1,MISC
Ciencias Empresariales,1,MISC
Cátedra de RSC,1,MISC
Handbook on Tourism,1,MISC
Datos de la encuesta,1,MISC
Son dos de las posibilidades,1,MISC
Los estudiantes encuestados tras el primer examen,1,MISC
Destacados ponentes,1,MISC
Las ingenierías,1,MISC
Un examen solo,1,MISC
Policía”,1,MISC
IES El Bohío,1,MISC
Ingeniería Mecánica”  María Rodríguez,1,MISC
He visto los temas,1,MISC
Laura Sánchez,1,MISC
El acto lo ha presidido,1,MISC
La Policía Local,1,MISC
Los días 5,1,MISC
ETCM,1,MISC
En la Iglesia,1,MISC
El antiguo convento franciscano,1,MISC
La asociación,1,MISC
Los agentes velarán estos días,1,MISC
Este martes comienzan las pruebas de las asignaturas de modalidad y específicas,1,MISC
La décimo sexta,1,MISC
Literatura; Historia de España,1,MISC
Entre otras tareas,1,MISC
Trastorno,1,MISC
La mayor parte de,1,MISC
“Gaudeamus Igitur”,1,MISC
El evento ha finalizado,1,MISC
Los investigadores unirán sus recursos,1,MISC
Diseño Electrónico y Técnicas de Tratamiento de Señal,1,MISC
Los investigadores estudiarán,1,MISC
‘Sostenibilidad,1,MISC
Programa de Doctorado,1,MISC
"Entre ellos, la oferta de plazas de nuevo ingreso para grados",1,MISC
El curso pasado,1,MISC
Blended Intensive Programs,1,MISC
El paquete de ayudas también contempla actuaciones encaminadas,1,MISC
La convocatoria prevé,1,MISC
Las actividades,1,MISC
La convocatoria del vicerrectorado de Internacionalización,1,MISC
Actividad,1,MISC
Un año más,1,MISC
EMD In My Country 2023,1,MISC
La edición de 2023 del Día Marítimo Europeo,1,MISC
El EMD,1,MISC
Su actividad,1,MISC
El objetivo de UP4,1,MISC
El proyecto de la red,1,MISC
La investigación en este campo,1,MISC
El premiado,1,MISC
El tribunal,1,MISC
“Análisis,1,MISC
Economía Pública,1,MISC
PID2020-114410RB-I00,1,MISC
‘Agricultura,1,MISC
Esta alternativa sostenible está pensada,1,MISC
La seguridad alimentaria está garantizada,1,MISC
La revista internacional Horticulturae,1,MISC
"Entre otros, la UPCT",1,MISC
En la web del CUIEET’30,1,MISC
Director de la Escuela Técnica Superior de Ingeniería Industrial,1,MISC
El CUIEET,1,MISC
La muestra permite conocer proyectos creados,1,MISC
AGROALNEXT,1,MISC
El objetivo del taller,1,MISC
La ampliación de horario de la,1,MISC
Las Salas del Campus,1,MISC
científica’,1,MISC
‘Experiencias de realidad,1,MISC
Con este taller,1,MISC
El trabajo consistió en la evaluación del comportamiento en el mar,1,MISC
Los investigadores emplean,1,MISC
Naval and Marine Engineering Group,1,MISC
“Optimization of seakeeping behavior of fishing ships,1,MISC
En la investigación,1,MISC
Se ha finalizado la primera,1,MISC
La insignia estará,1,MISC
“Project Manager”,1,MISC
Durante su estancia en Department of Crop Sciences,1,MISC
Tercer Sector,1,MISC
En el marco de las,1,MISC
El segundo y tercer premio,1,MISC
El grupo de Diseño electrónico y técnicas de tratamiento de señal de la,1,MISC
Diseño electrónico y técnicas de tratamiento de la señal,1,MISC
RoboTEA,1,MISC
“Cinturón Verde del Mar Menor”,1,MISC
Entre ellos figuran el tener una estrategia nacional,1,MISC
La persona,1,MISC
IBM España,1,MISC
En la mesa de debate,1,MISC
Entre las “recomendaciones” para las instituciones universitarias,1,MISC
España’,1,MISC
De cara a las instancias públicas,1,MISC
El reto de la internacionalización,1,MISC
Asociación de Profesores de Tecnología de la Región de Murcia,1,MISC
Esta iniciativa está organizada,1,MISC
El acto se celebra en la,1,MISC
Generación del 27,1,MISC
GALACTYCO,1,MISC
IV Olimpiada de Ingeniería Industrial de la Región de Murcia,1,MISC
Esta temporada de Universo Sostenible,1,MISC
Universo Sostenible,1,MISC
“Cuando un día llamó,1,MISC
usamos”,1,MISC
DoCoMo,1,MISC
Para David Sánchez,1,MISC
Gbps,1,MISC
LGTBI,1,MISC
Abdelilah El Hayani Zannouti,1,MISC
Por parte de la,1,MISC
IES Las Salinas del Mar Menor,1,MISC
Tierra Baldía,1,MISC
Tierra Baldía”,1,MISC
"Son un 6,08%",1,MISC
Por eso,1,MISC
Una labor continuada de voluntariado desarrolla,1,MISC
Las universidades promueven en los últimos años,1,MISC
La Agenda 2030,1,MISC
Registro Central,1,MISC
Cuando los proyectos a participar,1,MISC
Proyecto Semilla,1,MISC
Hay actividades de voluntariado en entidades de carácter social,1,MISC
Hay disponibilidad de opciones y compatibilidad entre ellas,1,MISC
Las actividades de voluntariado,1,MISC
La segunda acción,1,MISC
proyecto OCO,1,MISC
Al finalizar la actividad,1,MISC
‘Las siete maravillas de la costa de la,1,MISC
El responsable,1,MISC
IES Felipe II,1,MISC
Las notas,1,MISC
Literatura: Algo que les ha llamado mucho la atención,1,MISC
Aprobaré?,1,MISC
Profesores de la UPCT,1,MISC
Su programa de doctorado,1,MISC
Con posterioridad,1,MISC
Para la doctoranda,1,MISC
Este miércoles concluyen las pruebas,1,MISC
Máster de Ingeniería Ambiental y Procesos Sostenibles,1,MISC
La doctoranda ingresó a la,1,MISC
Tiene una cuantía,1,MISC
La doctorando realizará su tesis doctoral “Testeo,1,MISC
Doctorado Industrial de la UPCT,1,MISC
25 Finalistas,1,MISC
Mesa para cinco»,1,MISC
La convocatoria extraordinaria tendrá,1,MISC
Los cinco institutos,1,MISC
UPCT ‘Observatorio,1,MISC
Esta inmersión será,1,MISC
Premios del Libro Latino 'Latino Book Awards,1,MISC
Las aventuras de Perico Pico,1,MISC
La profesora de la UPCT,1,MISC
Frankenstein de 1918,1,MISC
León: Eolas Ediciones 2018,1,MISC
Catedrático de Derecho del Trabajo y de la Seguridad,1,MISC
Lo que une a estos personajes,1,MISC
“Otros,1,MISC
El más impactante,1,MISC
Cátedra Letras Universales,1,MISC
Derecho del Trabajo,1,MISC
El profesor utiliza TikTok,1,MISC
Asociación “Cultura Financiera,1,MISC
Esta mesa debate,1,MISC
Los expertos,1,MISC
“Investigar,1,MISC
IES Floridablanca,1,MISC
El invento lo desarrolló,1,MISC
Estimula la creatividad,1,MISC
La alternativa,1,MISC
Un sistema,1,MISC
Hasta ahora,1,MISC
Las armas de esgrima,1,MISC
Premio Nacional Don Bosco,1,MISC
Alguna muestra de los Tiktok,1,MISC
Lo descartamos pensando,1,MISC
Entre las ventajas del empleo de este recurso digital está la motivación de los alumnos,1,MISC
La experiencia está resultando positiva,1,MISC
V Gama”,1,MISC
El profesorado procede de 21 países,1,MISC
Course on Postharvest & Fresh-cut Technologies”,1,MISC
Este proyecto de ciencia ciudadana arrancó en 2018,1,MISC
La del sábado,1,MISC
SAES,1,MISC
La sociedad mercantil estatal,1,MISC
Tablón Oficial Electrónico,1,MISC
La Cátedra SAES–UPCT,1,MISC
La convocatoria premia,1,MISC
Cátedra SAES-UPCT,1,MISC
La gran novedad,1,MISC
Además del grado,1,MISC
El primer lugar,1,MISC
La conferencia está,1,MISC
Esta 8ª,1,MISC
Los 57,1,MISC
Decco World Wide,1,MISC
Creative ITC Teaching to Motivate for Learning,1,MISC
‘Biblioteca Recíproca del Almarjal,1,MISC
asignatura’ Taller,1,MISC
Los han realizado los alumnos de la,1,MISC
Se trata de dispositivos móviles,1,MISC
‘carritas’,1,MISC
Durante las tutorías grupales,1,MISC
El catedrático Artés,1,MISC
Productos Citrosol,1,MISC
El curso cuenta,1,MISC
Varios estudiantes procedentes de países,1,MISC
Las inscripciones siguen abiertas,1,MISC
Los participantes tendrán la oportunidad de conocer,1,MISC
El evento se llevará a cabo del 13,1,MISC
El número de becas máximo a conceder,1,MISC
La beca cubrirá los gastos de alojamiento,1,MISC
DEMODAY,1,MISC
“El Abuelo”,1,MISC
Asociación UMAY,1,MISC
Se harán visitas guiadas a la exposición permanente y a la temporal,1,MISC
Ingeniería de Minas “es,1,MISC
El profesor de la Universidad Católica del Norte de Chile,1,MISC
Aula Permanente en Seguridad y Defensa,1,MISC
España del sector de Defensa y Seguridad,1,MISC
Fundación FEINDEF,1,MISC
FEINDEF,1,MISC
El plazo para aplicar finaliza,1,MISC
Las solicitudes se valorarán,1,MISC
Unión-,1,MISC
El profesor Cánovas,1,MISC
Telefónica Open Future Telefónica Open Future,1,MISC
Murcia Open Future_Hub Carthago,1,MISC
Al finalizar,1,MISC
Timiak Tech,1,MISC
El programa Murcia Open Future_Hub Carthago,1,MISC
La asistencia está,1,MISC
Las startups participantes,1,MISC
El evento dará,1,MISC
Si tienes dudas,1,MISC
No te demores,1,MISC
El coordinador,1,MISC
Entre los ponentes,1,MISC
CREA,1,MISC
Resulta un instrumento de gran utilidad,1,MISC
Entre los participantes,1,MISC
El workshop,1,MISC
La cátedra Estrella de Levante-UMU,1,MISC
La Royal Society of Chemistry,1,MISC
La X International Staff Week,1,MISC
Modalidad C-10 Master,1,MISC
Modalidad C-10 Mixto,1,MISC
C-10 Femenino,1,MISC
Modalidad C-10 Masculino,1,MISC
Las posición de las diferentes modalidades de piragüismo,1,MISC
Dirección General del Medio Natural,1,MISC
La tesis doctoral ‘Tomato by-products revalorization,1,MISC
La décimo segunda edición del encuentro,1,MISC
Los ganadores del premio,1,MISC
Premios de Arquitectura Española,1,MISC
Subdirección General,1,MISC
Esta intervención paisajística,1,MISC
