sentence|translation|sdg
Las bases de la convocatoria están en el Tablón Oficial Electrónico y el  plazo de presentación permanece abierto hasta el 31 de octubre de 2023. | The terms of the call are on the Official Electronic Board and the submission deadline remains open until October 31, 2023. |16
La sociedad mercantil estatal SAES, especialista en acústica y electrónica submarina, se incorporó a la Red de Cátedras de la UPCT en 2021 para incorporar las nuevas tecnologías de inteligencia artificial y tratamiento digital de la señal en sus sistemas de procesado de señales submarinas para la protección de buques e instalaciones y para el análisis del ruido submarino. | The state commercial company SAES, specializing in underwater acoustics and electronics, joined the UPCT Chairs Network in 2021 to incorporate new artificial intelligence technologies and digital signal processing in its submarine signal processing systems for the protection of ships and facilities and for the analysis of underwater noise. |9
La UPCT ha titulado a más de trescientos arquitectos y arquitectas, en proporción casi idéntica, desde que hace quince años se implantaran en Cartagena los estudios que habilitan para ejercer esta profesión que combina los conocimientos técnicos, artísticos y humanísticos. | UPCT has awarded titles to more than three hundred architects, in almost identical proportion, since fifteen years ago when the studies enabling to practice this profession that combines technical, artistic, and humanistic knowledge were established in Cartagena. | 4  
La Politécnica conmemora este año la efeméride con una muestra de los mejores proyectos finales de carrera realizados en el grado en Arquitectura. | The Polytechnic commemorates this year the anniversary with an exhibition of the best final projects carried out in the Architecture degree. | 4  
La ETSAE  (Escuela Técnica Superior de Arquitectura y Edificación) inaugura a las 19:00 horas del jueves, 1 de junio, una exposición con motivo del aniversario de la implantación de los estudios de Arquitectura en la UPCT en la que muestra los proyectos de sus mejores estudiantes. | The ETSAE (Higher Technical School of Architecture and Building) inaugurates at 19:00 on Thursday, June 1st, an exhibition on the occasion of the anniversary of the implementation of the Architecture studies at UPCT displaying the projects of its best students. | 4  
La muestra está comisariada por los profesores María José Muñoz, Fernando Miguel García, Pedro García y Antonio Cerezuela. | The exhibition is curated by professors María José Muñoz, Fernando Miguel García, Pedro García, and Antonio Cerezuela. | 4  
En el acto participarán los alumnos, que muchos de ellos se reencuentran en la Universidad años después de haber finalizado sus estudios. | The event will be attended by the students, many of whom reunite at the University years after completing their studies. | 4  
La exposición 2008-2023: 15 años de Arquitectura en la UPCT ha seleccionado una treintena de Trabajos Fin de Estudios (TFE) del grado en Arquitectura que obtuvieron sobresaliente o matrícula de honor, y recoge también la trayectoria profesional de sus autores tras formarse en la Politécnica y los temas y lugares que han abordado los proyectos académicos de la ETSAE durante estos tres lustros. | The exhibition '2008-2023: 15 years of Architecture at UPCT' has selected around thirty Final Degree Projects (TFE) from the Architecture degree that obtained outstanding or honors, and also presents the professional careers of their authors after their education at the Polytechnic, as well as the themes and locations addressed by the academic projects of the ETSAE during these three decades. | 4, 9  
Asimismo, se podrán ver durante todo el mes de junio proyectos planteados para diferentes barrios, diputaciones y pedanías de Cartagena y Murcia, así como para otros muchos municipios de la Región, como La Unión, Los Alcázares, San Pedro del Pinatar, Ricote, Cehegín, Caravaca, Cieza, Jumilla o Totana, y también trabajos emplazados en otras provincias españolas. | Likewise, throughout the month of June, projects proposed for various neighborhoods, county councils, and districts of Cartagena and Murcia, as well as for many other municipalities in the region, such as La Unión, Los Alcázares, San Pedro del Pinatar, Ricote, Cehegín, Caravaca, Cieza, Jumilla or Totana, will be displayed, as well as works located in other Spanish provinces. | 11  
Entre los trabajos con la mejor nota académica, está el primer TFE en Arquitectura que fue aprobado en la UPCT, en noviembre de 2014, el de Antonio Zamora Guillén: un centro de sinergias agroalimentarias e investigación diseñado para dar uso al abandonado monasterio de San Ginés de la Jara. | Among the works with the best academic score, there is the first Final Degree Project in Architecture approved at UPCT in November 2014, that of Antonio Zamora Guillén: a center for agri-food synergies and research designed to make use of the abandoned San Ginés de la Jara monastery. | 4  
También de las primeras promociones es el trabajo de David Hernández López, presentado en 2015, de diseño de una terminal de transportes para el AVE y un hipotético tranvía en Cartagena. | Also from the early promotions is the work of David Hernández López, presented in 2015, on the design of a transport terminal for the AVE and a hypothetical tram in Cartagena. | 4  
El proyecto proponía soterrar las vías que llegan a la actual estación de tren y disipar la división con el barrio de Los Mateos. | The project proposed to bury the tracks that lead to the current train station and eliminate the division with the Los Mateos neighborhood. | 4  
Entre los primeros egresados con matrícula de honor, están algunos de los que han logrado numerosas distinciones internacionales, como José María Mateo Torres y Tomás Lario Roca, miembros del equipo de titulados por la UPCT que ganaron en 2021 la bienal europea de jóvenes arquitectos. | Among the first graduates with honors are some who have achieved numerous international distinctions, such as José María Mateo Torres and Tomás Lario Roca, members of the team of graduates from UPCT who won the European biennial of young architects in 2021. | 4  
Ambos, junto a la también egresada Marta Sánchez Pérez, cosecharon un premio del concurso internacional Design Against War, y Mateo Torres también consiguió en 2019 el premio de la IE School of Architecture & Designs. | Together with the also graduate Marta Sánchez Pérez, they won an award from the international Design Against War competition, and Mateo Torres also won the IE School of Architecture & Design's award in 2019. | 4  
De igual forma, los egresados más recientes también han obtenido premios, como el que Álvaro Sánchez Garda y Daniel Nicolás Pagán recabaron en el Concurso Ibérico de Sistemas Pladur. | Similarly, more recent graduates have also received awards, such as Álvaro Sánchez Garda and Daniel Nicolás Pagán who won the Iberian Pladur Systems Competition. | 4  
Los propios trabajos académicos que se realizan en la Escuela de Arquitectura y Edificación han logrado diversos premios, como uno de los que se incluyen en la muestra, la propuesta de estrategia urbanística para Cehegín y otras localidades del Noroeste de la Región de Sergio Giménez Fernández, que obtuvo el premio del Colegio de Arquitectos en 2020. | The academic projects carried out at the School of Architecture and Building have also achieved various awards, such as one included in the exhibition, the urban planning strategy proposal for Cehegín and other locations in the Northwest of the Region by Sergio Giménez Fernández, which won the Architects' Association award in 2020. | 4  
También fue seleccionado como uno de los mejores de España en 2019 el TFE de Vicente Rex Lario. | The Final Degree Project by Vicente Rex Lario was also selected as one of the best in Spain in 2019. | 4  
La muestra permitirá conocer proyectos creados por estudiantes de la UPCT para resolver problemas de toda índole, no sólo arquitectónicos o urbanísticos, como el diseño de centro enfermedades neuromusculares en el Puerto de la Cadena de Alba Miró Andreu, el centro especializado para pacientes de epilepsia en La Arrixaca de Juan Jesús López León o el hospital psiquiátrico diseñado por Virginia Monreal Martínez, ideado para el paseo Ronda de Cieza, junto al río y con vistas a la famosa floración de los melocotoneros. | The exhibition will allow to get to know projects created by UPCT students to solve problems of all kinds, not just architectural or urban, such as the design of a neuromuscular diseases center in Puerto de la Cadena by Alba Miró Andreu, the specialized center for epilepsy patients in La Arrixaca by Juan Jesús López León, or the psychiatric hospital designed by Virginia Monreal Martínez, conceived for the Ronda de Cieza promenade, by the river with views of the famous peach tree blossom. | 3  
En esta misma Vega Media del Segura se emplaza otro de los trabajos que se exhibirán, el proyecto de centro deportivo y agroturístico para la finca El Menjú de Elías Tudela Martínez. | In this same Vega Media del Segura region, another of the works that will be exhibited is located, the sports and agritourism center project for El Menjú farm by Elías Tudela Martínez. | 3, 15  
El centro de divulgación de la posidonia oceánica, diseñado por Virginia Ruiz Guillamón para el parque regional de las Salinas, es uno de los muchos proyectos que los estudiantes de Arquitectura en la UPCT han planteado para el entorno del Mar Menor, como el de Luis López Moya, titulado 'Nuevo edén. Un paraíso terrenal en el borde litoral de San Pedro del Pinatar'. | The dissemination center of the oceanic posidonia, designed by Virginia Ruiz Guillamón for the regional park of Las Salinas, is one of the many projects that Architecture students at UPCT have proposed for the Mar Menor environment, such as the one by Luis López Moya, titled 'Nuevo edén. A terrestrial paradise on the coastal edge of San Pedro del Pinatar'. | 3  
Los trabajos académicos se mostrarán en expositores desmontables diseñados y fabricados por los estudiantes de la asignatura Proyectos III del grado en Fundamentos de Arquitectura que ha sustituido al anterior grado en Arquitectura y que se complementa con el máster en Arquitectura para otorgar la habilitación profesional que se requiere para ejercer la profesión. | The academic works will be displayed on detachable stands designed and manufactured by the students of the Projects III subject in the Architecture Fundamentals degree, which has replaced the previous Architecture degree and is complemented by the Architecture master's degree to grant the professional qualification required to practice the profession. | 4  
La UPCT imparte también el grado en Ingeniería de Edificación (anteriormente denominado Arquitectura Técnica), los másteres en Patrimonio Arquitectónico y en Ciencia y Tecnología de la Edificación en Arquitectura y el nuevo doctorado en Arquitectura, Patrimonio y Ciudad. | UPCT also offers the degree in Building Engineering (previously known as Technical Architecture), the master's degrees in Architectural Heritage and Science and Technology of Building in Architecture, and the new Ph.D. in Architecture, Heritage, and City. | 4  
Esta exposición está patrocinada por el vicerrectorado de Estudiantes, Cultura y Deportes; Asemas; Leroy Merlin y el departamento de  Arquitectura y Tecnología de la Edificación. | This exhibition is sponsored by the Vice-Rectorate of Students, Culture, and Sports; Asemas; Leroy Merlin and the Department of Architecture and Building Technology. | 4
El grupo de investigación de Ingeniería Telemática de la UPCT oferta un curso gratuito de Introducción a la Ciberseguridad,abierto a la comunidad universitaria.|The Telematics Engineering research group at UPCT offers a free course on 'Introduction to Cybersecurity' open to the university community.|4
La iniciativa, presentada hoy en la Escuela de Ingeniería de Telecomunicación, se enmarca en el mes de concienciación en Ciberseguridad.|The initiative, presented today at the School of Telecommunication Engineering, is part of the Cybersecurity Awareness Month.|4
Se trata de un curso online de 6 horas de duración que cada estudiante realiza en modalidad adaptada a su ritmo.|It is a 6-hour online course that each student takes at their own pace.|4
Los estudiantes que aprueben el curso recibirán una insignia digital de Cisco, empresa líder mundial en equipamiento de comunicaciones.|Students who pass the course will receive a digital badge from Cisco, a global leader in communication equipment.|4
El curso explora las cibertendencias, las amenazas y la seguridad en el ciberespacio y enseña a proteger los datos personales y la privacidad online.|The course explores cyber trends, threats, and security in cyberspace and teaches how to protect personal data and online privacy.|4
Además, analiza por qué cada vez más empleos en el ámbito de las tecnologías de la información requieren conocimientos en Ciberseguridad, explica Lola Cano, profesora de la Escuela Técnica Superior de Ingeniería de Telecomunicación.|"In addition, it analyzes why more and more jobs in the field of information technologies require knowledge in Cybersecurity,"" explains Lola Cano, a professor at the Higher Technical School of Telecommunication Engineering."|4
El grupo de Ingeniería Telemática tiene previsto ofertar otros cursos gratuitos.|The Telematics Engineering group plans to offer other free courses.|4
El requisito para poder optar a los siguientes cursos es aprobar éste, explica Cano.|The requirement to be able to apply for the following courses is to pass this one, explains Cano.|4
El curso estará disponible hasta el próximo18 de noviembre.|The course will be available until November 18.|4
Para registrarse gratuitamente y acceder al curso https://bit.ly/ciberupct|To register for free and access the course https://bit.ly/ciberupct|4
El Proyecto IDIES (I+D en Institutos de Educación Secundaria) cumple una década. | The IDIES Project ('R&D in Secondary Education Institutes') celebrates a decade. |4
Este curso los estudiantes llevarán a cabo un total de 69 proyectos de investigación, 15 de los cuales estarán tutorizados por investigadores de la UPCT y serán de temáticas tan variadas como plantas transgénicas, algoritmos matemáticos aplicados al ajedrez o programación para el desarrollo de aplicaciones científicas. | This academic year, students will carry out a total of 69 research projects, 15 of which will be supervised by researchers from the UPCT and will cover diverse topics such as transgenic plants, mathematical algorithms applied to chess, or programming for the development of scientific applications. |4
Junto a la Politécnica, también participa en IDIES la Universidad de Murcia (UMU), la Universidad Miguel Hernández de Elche (UMH), el CEBAS-CSIC, el Instituto Murciano de Investigación y Desarrollo Agrario y Medioambiental (IMIDA), el Instituto Murciano de Investigación Biosanitaria (IMIB) y el Centro Oceanográfico de Murcia del Instituto Español de Oceanografía (COMU-IEO). | Along with the Polytechnic University (UPCT), the University of Murcia (UMU), the Miguel Hernández University of Elche (UMH), the CEBAS-CSIC, the Murcian Institute for Agricultural and Environmental Research (IMIDA), the Murcian Institute for Biosanitary Research (IMIB), and the Oceanographic Center of Murcia of the Spanish Institute of Oceanography (COMU-IEO) also participate in IDIES. |4
Los trabajos serán realizados por alumnado de 20 Institutos de Educación Secundaria de la Región de Murcia: IES Domingo Valdivieso, de Mazarrón; los IES Juan Carlos I, Infante Don Juan Manuel, Saavedra Fajardo, Floridablanca, Licenciado Francisco Cascales, Miguel Espinosa y Ramón y Cajal, de Murcia; los IES Alcántara y Sanje, de Alcantarilla; el IES Ruiz de Alda, de San Javier; el IES Francisco de Goya, de Molina de Segura; el IES Doctor Pedro Guillén, de Archena; el IES Francisco Ros Giner, de Lorca; el IES Salvador Sandoval, de Las Torres de Cotillas; el IES Infanta Elena de Jumilla; el IES Prado Mayor, de Totana; el IES San Juan de la Cruz, de Caravaca; el IES Poeta Julián Andúgar, de Santomera y el IES Miguel Hernández, de Alhama de Murcia. | The work will be carried out by students from 20 Secondary Education Institutes in the Region of Murcia: Domingo Valdivieso High School in Mazarrón; Juan Carlos I, Infante Don Juan Manuel, Saavedra Fajardo, Floridablanca, Licenciado Francisco Cascales, Miguel Espinosa, and Ramón y Cajal High Schools in Murcia; Alcántara and Sanje High Schools in Alcantarilla; Ruiz de Alda High School in San Javier; Francisco de Goya High School in Molina de Segura; Doctor Pedro Guillén High School in Archena; Francisco Ros Giner High School in Lorca; Salvador Sandoval High School in Las Torres de Cotillas; Infanta Elena High School in Jumilla; Prado Mayor High School in Totana; San Juan de la Cruz High School in Caravaca; Poeta Julián Andúgar High School in Santomera; and Miguel Hernández High School in Alhama de Murcia. |4
En la tarde de ayer, tuvo lugar el acto de inauguración de la décima edición de esta iniciativa en el Centro de Edafología y Biología Aplicada del Segura (CEBAS-CSIC), al que asistió Paqui Rosique, coordinadora de la Unidad de Cultura Científica y de la Innovación (UCC+i) de la UPCT. | Yesterday afternoon, the opening ceremony of the tenth edition of this initiative took place at the Center of Edaphology and Applied Biology of the Segura (CEBAS-CSIC), attended by Paqui Rosique, coordinator of the Science Culture and Innovation Unit (UCC+i) of the UPCT. |4
IDIES es un proyecto educativo de iniciación a la investigación cuyo objetivo principal es mostrar al alumnado de primer curso de Bachillerato qué es la investigación y cómo se practica, haciéndoles partícipes de trabajos reales dirigidos por investigadores. | IDIES is an educational project for research initiation whose main objective is to show first-year high school students what research is and how it is practiced, making them participants in real works directed by researchers. |4
IDIES forma parte de las actividades de Science GTS, proyecto asociado a la iniciativa Noche Europea de los Investigadores de la Unión Europea, financiada por las acciones Marie Sk?odowska-Curie, con identificador de convocatoria: HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens 2022). | IDIES is part of the activities of Science GTS, a project associated with the 'European Researchers' Night' initiative of the European Union, funded by the Marie Sk?odowska-Curie actions, with call identifier: HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens 2022). |4
La UPCT oferta la tutorización de proyectos de investigación de alumnos de Bachillerato a través de su Unidad de Cultura Científica. | The UPCT offers the supervision of research projects for high school students through its Science Culture Unit. |4
Las universidades politécnicas de Cartagena (UPCT), Valencia (UPV), Cataluña (UPB) y Madrid (UPM), que conforman la alianza UP4, se han reunido hoy para analizar, entre otros temas de interés común, el impacto de la Ley Orgánica del Sistema Universitario (LOSU) en las políticas universitarias sectoriales | The polytechnic universities of Cartagena (UPCT), Valencia (UPV), Catalonia (UPB) and Madrid (UPM), which make up the UP4 alliance, have met today to analyze, among other topics of common interest, the impact of the Organic Law of the University System (LOSU) on sectorial university policies |4
la situación del nuevo estatuto de las personas en formación práctica en el ámbito de la empresa | the situation of the new statute of people in practical training in the field of business |4
el proyecto de Centro de Investigación e Innovación en Movilidad Avanzada (CIIMA-UP4) y FuturPyme | the project of Research and Innovation Center on Advanced Mobility (CIIMA-UP4) and FuturPyme |9
El objetivo de UP4 es promover la colaboración entre las cuatro universidades politécnicas españolas, tanto desde una perspectiva institucional como entre sus centros docentes, estructuras de investigación, profesorado y gestores | The objective of UP4 is to promote collaboration among the four Spanish polytechnic universities, both from an institutional perspective and among their teaching centers, research structures, faculty, and managers |4
Su actividad se extiende a todos los ámbitos universitarios: la docencia, la investigación, la transferencia de conocimiento y la innovación | Its activity extends to all university fields: teaching, research, knowledge transfer, and innovation |4
La Facultad de Ciencias de la Empresa de la Universidad Politécnica de Cartagena acoge al II Congreso Internacional Educación 4.0: Cuestiones actuales sobre la docencia universitaria | The Faculty of Business Sciences of the Polytechnic University of Cartagena hosts the 2nd International Congress Education 4.0: Current Issues on Higher Education Teaching |4
Los días 5 y 6 de junio, en modalidad híbrida (presencial y online) | On June 5 and 6, in a hybrid format (in-person and online) |4
Este Congreso (22197/OC/23) está financiado por la Consejería de Medio Ambiente, Mar Menor, Universidades e Investigación, a través de la Fundación Séneca-Agencia de Ciencia y Tecnología de la Región de Murcia con cargo al Programa Regional de Movilidad, Colaboración e Intercambio de Conocimiento Jiménez de la Espada | This Congress (22197/OC/23) is funded by the Ministry of Environment, Mar Menor, Universities and Research, through the Séneca Foundation-Science and Technology Agency of the Region of Murcia under the Regional Program of Mobility, Collaboration, and Knowledge Exchange Jiménez de la Espada |9
"El Congreso cuenta con la colaboración de CREATIT co-funded by the Erasmus+ Programme of the European Union; Training and mentorship based adult rural women empowerment in the field of green entrepreneurship ""Greenworal, European Commission; y Fostering Inclusive and Equitable Quality Education to stimulate lifelong Sustainable Learning opportunities for HEIs in India - InEq-SL; y está dirigido por Djamil Tony Kahale Carrillo, catedrático de Derecho del Trabajo y de la Seguridad Social de la UPCT "|" The Congress has the collaboration of CREATIT co-funded by the Erasmus+ Programme of the European Union; Training and mentorship based adult rural women empowerment in the field of green entrepreneurship ""Greenworal, European Commission; and Fostering Inclusive and Equitable Quality Education to stimulate lifelong Sustainable Learning opportunities for HEIs in India - InEq-SL; and is directed by Djamil Tony Kahale Carrillo, Professor of Labor Law and Social Security at UPCT "|9
Destacados ponentes mostrarán una visión interdisciplinar sobre los siguientes cuatro paneles: Innovación Tecnológica; Inteligencia Artificial; innovación docente en diferentes disciplinas; singularidades de la docencia; e innovación docente en instituciones extranjeras | Distinguished speakers will present an interdisciplinary view on the following four panels: Technological Innovation; Artificial Intelligence; teaching innovation in different disciplines; teaching singularities; and teaching innovation in foreign institutions |4
Intervienen distintas Universidades nacionales y extranjeras: Universidad de Murcia, la Universidad Católica de Murcia, Universidad Francisco de Vitoria, Universidad de Salamanca, Universidad de Las Palmas de Gran Canaria, el Politécnico de Lisboa ISCA, el Centro de Formación de la OIT de Turín y la Universidad Politécnica de Cartagena | Different national and foreign universities participate: University of Murcia, Catholic University of Murcia, Francisco de Vitoria University, University of Salamanca, Las Palmas de Gran Canaria University, ISCA Polytechnic of Lisbon, ILO Training Center in Turin, and Polytechnic University of Cartagena |4
Por parte de la UPCT se abordarán estos temas específicos: TikTok como píldoras de aprendizaje en las Ciencias Jurídicas, a cargo de Djamil Tony Kahale Carrillo | The UPCT will address these specific topics: TikTok as learning pills in Legal Sciences, by Djamil Tony Kahale Carrillo |4
El Proyecto E+ CREATIT: Estrategias para fomentar la creatividad en estudiantes adultos basada en el aprendizaje colaborativo y la competencia digital, cuyo ponente es Fernando Cerdán-Cartagena, Catedrático de Ingeniería Telemática de la UPCT | The E+ CREATIT Project: Strategies to promote creativity in adult students based on collaborative learning and digital competence, presented by Fernando Cerdán-Cartagena, Professor of Telematics Engineering at UPCT |4
El Metaverso y el eLearning como herramientas de aprendizaje, de Juan Suardíaz Muro, Profesor Titular de Tecnología Electrónica de la UPCT | The Metaverse and eLearning as learning tools, by Juan Suardíaz Muro, Associate Professor of Electronic Technology at UPCT |4
Luces y sombras del uso de la inteligencia artificial en la docencia universitaria, de María del Mar Andreu Martí, Profesora Titular de Derecho Mercantil | Pros and cons of using artificial intelligence in university teaching, by María del Mar Andreu Martí, Associate Professor of Commercial Law |4
e Inteligencia Artificial: Chat GPT y otras herramientas, de Soledad María Martínez María-Dolores, Profesora Doctora del Departamento de Métodos Cuantitativos, Ciencias Jurídicas y Lenguas Modernas de la UPCT | Artificial Intelligence: Chat GPT and other tools, by Soledad María Martínez María-Dolores, PhD Professor at the Department of Quantitative Methods, Legal Sciences and Modern Languages of UPCT |4
Otras presentaciones de la Politécnica de Cartagena son: Competencias digitales para un emprendimiento sostenible, de Francisca Rosique Contreras, profesora doctora de la Escuela Técnica Superior de Telecomunicaciones de la UPCT | Other presentations from the Polytechnic University of Cartagena are: Digital skills for sustainable entrepreneurship, by Francisca Rosique Contreras, PhD professor at the Higher Technical School of Telecommunications of UPCT |4
y Del video educativo al libro físico enriquecido con videos, la evolución que nadie imaginaba y que les encanta a los estudiantes, de Juan Medina Molina, profesor titular del departamento de Matemática Aplicada y Estadística de la UPCT | and From educational video to physical book enriched with videos, the evolution that no one imagined and that students love, by Juan Medina Molina, Associate Professor in the Department of Applied Mathematics and Statistics at UPCT |4
La inscripción al Congreso es gratuita y se realiza a través del siguiente enlace: https://lanuevaeralaboral.es/inscripcion | Registration for the Congress is free and can be done through the following link: https://lanuevaeralaboral.es/inscripcion |4
Los profesores de la Facultad de Ciencias de la Empresa de la UPCT Antonio Juan Briones y Olga Rodríguez y Alberto García, de la Oficina de Emprendimiento de la Politécnica de Cartagena, pertenecientes además a las Cátedras de RSC y Economía Circular y la Cátedra de Emprendimiento Santander-UPCT, participaron ayer en una mesa redonda celebrada en el CIFP Politécnico con motivo de su II Semana del Súperemprendimiento. | The professors from the Business Sciences Faculty of UPCT Antonio Juan Briones and Olga Rodríguez and Alberto García, from the Entrepreneurship Office of the Polytechnic University of Cartagena, also members of the Chairs of CSR and Circular Economy and the Santander-UPCT Entrepreneurship Chair, participated yesterday in a roundtable held at the CIFP Polytechnic during their II Super Entrepreneurship Week. |8
Durante la mesa, los distintos agentes pudieron informar acerca de sus iniciativas y actividades en materia de fomento del Emprendimiento y la búsqueda de sinergias para seguir avanzando en el fomento del espíritu emprendedor y la formación y desarrollo del tejido emprendedor de Cartagena. | During the roundtable, the different agents were able to inform about their initiatives and activities related to promoting entrepreneurship and seeking synergies to continue advancing in fostering the entrepreneurial spirit, and the training and development of the entrepreneurial fabric in Cartagena. |8
Tomografía eléctrica de alta resolución, tanto en dos como en tres dimensiones, para detectar cambios de humedad y salinidad hasta tres metros de profundidad del suelo y así optimizar el consumo de agua de riego.|High-resolution electrical tomography, in both two and three dimensions, to detect changes in soil moisture and salinity up to three meters deep and thus optimize irrigation water consumption.|6
Es lo que están realizando investigadores de la Escuela de Caminos y Minas de la UPCT, en un proyecto liderado por el CEBAS (Centro de Edafología y Biología Aplicada del Segura).|This is what researchers from the School of Civil Engineering and Mining of the UPCT are doing, in a project led by CEBAS (Center for Edaphology and Applied Biology of the Segura).|4
Los ensayos se realizan en cultivos de garroferos, ubicados en Fuente Álamo.|The tests are carried out in carob crops located in Fuente Álamo.|2
Los investigadores, del grupo Geofísica Aplicada Somera, incorporarán las próximas semanas un georradar para medir la distribución de las raíces del arbolado y concretar así las zonas de riego y si hay diferencia entre los diferentes tratamientos de riego establecidos.|Researchers from the Applied Shallow Geophysics group will incorporate a ground-penetrating radar in the coming weeks to measure the distribution of tree roots and thus specify the irrigation areas and assess the differences between the different established irrigation treatments.|2
Se trata de una tecnología novedosa en la medición de la humedad en estos cultivos, señalan los investigadores Pedro Martínez Pagán y Marcos Martínez Segura.|This is an innovative technology in measuring moisture in these crops, as stated by researchers Pedro Martínez Pagán and Marcos Martínez Segura.|9
El proyecto de Investigación e Innovación CICLICA utiliza tecnologías avanzadas de ahorro de agua y recursos hídricos no convencionales.|The CICLICA Research and Innovation Project uses advanced technologies for water saving and non-conventional water resources.|6
Los investigadores están implementando biotecnología y agrosoluciones para el modelado de riego-fertirrigación, para mejorar la gestión agronómica y la adaptación genética de cultivos tradicionales como el algarrobo y la jojoba.|Researchers are implementing biotechnology and agrosolutions for the modeling of irrigation-fertirrigation, to improve agronomic management and genetic adaptation of traditional crops such as carob and jojoba.|2
Estos trabajos del CEBAS, centro de investigación perteneciente a la Agencia Estatal Consejo Superior de Investigaciones Científicas (CSIC), permiten conocer, además de la humedad y salinidad, la textura, las raíces y la distribución radicular, entre otros parámetros agronómicos de interés.|These works from the CEBAS, a research center belonging to the State Agency CSIC, allow us to know, in addition to the moisture and salinity, the texture, roots, and root distribution, among other agronomic parameters of interest.|6
Los datos obtenidos se estudiarán para.|The obtained data will be studied for.|4
Los datos conseguidos se utilizarán para implementar cultivos alternativos aplicando prácticas agrícolas sostenibles, que contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, a los fenómenos meteorológicos extremos, o a la erosión continua y las sequías, cooperando en la conservación de suelos y optimizando los recursos productivos, especialmente los escasos recursos hídricos.|The obtained data will be used to implement alternative crops using sustainable agricultural practices, which contribute to the maintenance of ecosystems, strengthen the capacity to adapt to climate change, extreme weather events, or continuous erosion and droughts, cooperating in soil conservation and optimizing productive resources, especially scarce water resources.|2,13
Los primeros datos de este proyecto de investigación se presentaron el pasado mes de agosto en Turquía, durante un encuentro en el que expertos de los países de la cuenca mediterránea Portugal, Italia, España, Líbano, Argelia y Marruecos dieron a conocer diferentes estudios sobre el algarrobo.|The first data from this research project were presented last August in Turkey, during a meeting where experts from Mediterranean basin countries including Portugal, Italy, Spain, Lebanon, Algeria, and Morocco presented various studies on the carob tree.|9
En esta investigación participan los investigadores Francisco Pedrero Salcedo, del CEBAS-CSIC y Pedro Pérez Cutillas, de la Universidad de Murcia.|Researchers Francisco Pedrero Salcedo from CEBAS-CSIC and Pedro Pérez Cutillas from the University of Murcia are involved in this research.|4
"El proyecto CICLICA (""PCI2022-132959) está financiado por MCIN/AEI/10.13039/501100011033 y por la Unión Europea a través de fondos ""NextGenerationEU""/PRTR""."|"The CICLICA project (""PCI2022-132959) is funded by MCIN/AEI/10.13039/501100011033 and by the European Union through ""NextGenerationEU""/PRTR"" funds."|17
Un esfuerzo que merece tantísimo la pena | An effort that is so worth it |4
un contexto más favorable que nunca para lo que habéis decidido estudiar, así ha animado, recordando el lema 'Teleco renta' del proyecto de promoción de estos estudios |" ""a more favorable context than ever for what you have decided to study,"" she encouraged, recalling the slogan 'Teleco pays off' from the promotion project of these studies "|4
la secretaria de Estado de Telecomunicaciones e Infraestructuras Digitales, María González Veracruz, al alumnado de la Escuela de 'Teleco' de la UPCT durante el XX Telecofórum que se celebra hoy | Secretary of State for Telecommunications and Digital Infrastructures, María González Veracruz, to the students of the 'Teleco' School of UPCT during the XX Telecoforum being held today |4
"Un ""aliento"" para concluir la carrera que ha transmitido asegurando que ""lo que estáis estudiando es muy importante para el país"" "|" An ""encouragement"" to finish the degree which she conveyed by stating that ""what you are studying is very important for the country"" "|4
"Ante la cuarta revolución industrial ""necesitamos miles de ingenieros "|" Faced with the fourth industrial revolution, ""we need thousands of engineers"" "|4
Sabéis generar oportunidades como nadie | You know how to generate opportunities like no one else |4
" ""Tenéis tanto pleno empleo que las empresas y las instituciones os rifamos"", ha dicho González Veracruz "|" ""You have so much full employment that companies and institutions are fighting over you,"" said González Veracruz "|8
"afirmando que en su Secretaría de Estado ""tenemos puestos vacantes de ingenieros de Telecomunicación"" porque no pueden competir con los sueldos del sector privado "|" stating that in her State Secretariat ""we have vacant positions for Telecommunication engineers"" because they cannot compete with private sector salaries "|8
La intervención de la secretaria de Estado ha dado inicio a la vigésima edición del Telecofórum que organiza cada año la Escuela Técnica Superior de Ingeniería de Telecomunicación (ETSIT) | The intervention of the Secretary of State has inaugurated the twentieth edition of the Telecoforum organized every year by the Higher Technical School of Telecommunication Engineering (ETSIT) |4
y en el que se reúnen empresas, instituciones, colegios profesionales y estudiantes | and where companies, institutions, professional associations, and students come together |4
El alumnado ha llenado de hecho el salón de grados y se ha habilitado otra aula para que se pudiera seguir también por 'streaming' el acto | The students have indeed filled the auditorium and another classroom has been set up so that the event could also be followed via streaming |4
en el que ha intervenido un exalumno que trabaja en el Centro Espacial Alemán, los colegios profesionales COITERM y COGITIRM, la sección local de la Unión de Radioaficionados Españoles y las empresas Puertas Padilla, Soltec, Inforges, NTT DATA y Capgemini | where a former student working at the German Space Center, the professional associations COITERM and COGITIRM, the local section of the Union of Spanish Radio Amateurs, and the companies Puertas Padilla, Soltec, Inforges, NTT DATA, and Capgemini have participated |4
